# ROM
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
502	Portuguese	we	95	nɔʃ	n ɔ ʃ	148
503	Romanian	we	95	noj	n o j	148
504	Italian	we	95	noi	n oi	148
# 
505	Spanish	what	96	ke	k e	149
506	French	what	96	kwa	k w a	149
507	Portuguese	what	96	kə	k ə	149
508	Romanian	what	96	ʧe	ʧ e	149
509	Italian	what	96	ke	k e	149
# 
510	Spanish	white	97	blaŋko	b l a ŋ k o	150
511	French	white	97	blɑ̃	b l ɑ̃	150
512	Portuguese	white	97	alvu	a l v u	151
513	Romanian	white	97	alb	a l b	151
514	Italian	white	97	bjanko	b j a n k o	150
# 
515	Spanish	who	98	kjen	k j e n	152
516	French	who	98	ki	k i	152
517	Portuguese	who	98	kɐ̃j	k ɐ̃ j	152
518	Romanian	who	98	ʧine	ʧ i n e	152
519	Italian	who	98	ki	k i	152
# 
520	Spanish	woman	99	muxeɾ	m u x e ɾ	154
521	French	woman	99	fam	f a m	155
522	Portuguese	woman	99	muʎɛr	m u ʎ ɛ r	154
523	Romanian	woman	99	femeje	f e m e j e	155
524	Italian	woman	99	dɔnna	d ɔ nː a	153
# 
525	Spanish	yellow	100	amaɾiʎo	a m a ɾ i ʎ o	157
526	French	yellow	100	ʒon	ʒ o n	156
527	Portuguese	yellow	100	ɐmɐrɛlu	ɐ m ɐ r ɛ l u	157
528	Romanian	yellow	100	ɡalben	ɡ a l b e n	156
529	Italian	yellow	100	ʤallo	ʤ a lː o	156
# 
530	Spanish	far	101	lexano	l e x a n o	160
531	French	far	101	lwɛ̃	l w ɛ̃	159
532	Portuguese	far	101	lõʒə	l õ ʒ ə	159
533	Romanian	far	101	depərte	d e p ə r t e	158
534	Italian	far	101	lontano	l o n t a n o	159
# 
535	Spanish	heavy	102	pesaðo	p e s a ð o	161
536	French	heavy	102	luʁ	l u ʁ	163
537	Portuguese	heavy	102	pəzadu	p ə z a d u	161
538	Romanian	heavy	102	grew	g r e w	162
539	Italian	heavy	102	pesante	p e s a n t e	161
# 
540	Spanish	near	103	θerka	θ e r k a	165
541	French	near	103	prɔʃ	p r ɔ ʃ	164
542	Portuguese	near	103	prɔsimu	p r ɔ s i m u	164
543	Romanian	near	103	apropia	a p r o p ia	164
544	Italian	near	103	prossimo	p r o sː i m o	164
# 
545	Spanish	salt	104	sal	s a l	166
546	French	salt	104	sɛl	s ɛ l	166
547	Portuguese	salt	104	sal	s a l	166
548	Romanian	salt	104	sare	s a r e	166
549	Italian	salt	104	sale	s a l e	166
# 
550	Spanish	short	105	koɾto	k o ɾ t o	168
551	French	short	105	kuʁ	k u ʁ	168
552	Portuguese	short	105	kurtu	k u r t u	168
553	Romanian	short	105	skurt	s k u r t	168
554	Italian	short	105	brɛve	b r ɛ v e	167
555	Spanish	short	105	breve	b r e v e	167
556	French	short	105	bʁɛf	b ʁ ɛ f	167
557	Portuguese	short	105	brɛvə	b r ɛ v ə	167
558	Italian	short	105	korto	k o r t o	168
# 
559	Spanish	snake	106	kulevra	k u l e v r a	169
560	French	snake	106	sɛʁpɑ̃	s ɛ ʁ p ɑ̃	170
561	Portuguese	snake	106	sərpẽtə	s ə r p ẽ t ə	170
562	Romanian	snake	106	ʃarpe	ʃ a r p e	170
563	Italian	snake	106	sɛrpɛnte	s ɛ r p ɛ n t e	170
564	Spanish	snake	106	seɾpjente	s e ɾ p j e n t e	170
565	Portuguese	snake	106	kɔbrɐ	k ɔ b r ɐ	169
# 
566	Spanish	thin	107	delɣaðo	d e l ɣ a ð o	174
567	French	thin	107	mɛ̃s	m ɛ̃ s	173
568	Portuguese	thin	107	finu	f i n u	172
569	Romanian	thin	107	subʦire	s u b ʦ i r e	171
570	Italian	thin	107	fine	f i n e	172
571	Spanish	thin	107	sutil	s u t i l	171
572	Portuguese	thin	107	dɛlgadu	d ɛ l g a d u	174
573	Romanian	thin	107	fin	f i n	172
574	Italian	thin	107	sottile	s o tː i l e	171
# 
575	Spanish	wind	108	bjento	b j e n t o	175
576	French	wind	108	vɑ̃	v ɑ̃	175
577	Portuguese	wind	108	vẽtu	v ẽ t u	175
578	Romanian	wind	108	vɨnt	v ɨ n t	175
579	Italian	wind	108	vɛnto	v ɛ n t o	175
# 
580	Spanish	worm	109	berme	b e r m e	176
581	French	worm	109	vɛʁ	v ɛ ʁ	176
582	Portuguese	worm	109	vɛrmə	v ɛ r m ə	176
583	Romanian	worm	109	vjerme	v j e r m e	176
584	Italian	worm	109	vɛrme	v ɛ r m e	176
# 
585	Spanish	year	110	aɲo	a ɲ o	177
586	French	year	110	ɑ̃	ɑ̃	177
587	Portuguese	year	110	ɐnu	ɐ n u	177
588	Romanian	year	110	an	a n	177
589	Italian	year	110	anno	a nː o	177
