# IDS
ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
457	English	they	349	2.96	they	ðeɪ	1053
# 
458	German	the animal	41	3.11	Tier	tiːr	122
459	French	the animal	41	3.11	animal	animal	123
460	French	the animal	41	3.11	bête	bɛːt	124
461	Dutch	the animal	41	3.11	dier	diːr	122
462	Dutch	the animal	41	3.11	beest	beːst	-124
463	English	the animal	41	3.11	animal	ænɪmḷ	-123
# 
464	German	the livestock	43	3.15	Vieh	viː	127
465	French	the livestock	43	3.15	bétail	betaj	129
466	Dutch	the livestock	43	3.15	vee	veː	127
467	English	the livestock	43	3.15	livestock	laɪv#stɔk	128
# 
468	German	the stable or stall	40	3.19	Stall	ʃtal	120
469	French	the stable or stall	40	3.19	étable	etabl	6011
470	French	the stable or stall	40	3.19	écurie	ekyʀi	121
471	Dutch	the stable or stall	40	3.19	stal	stɑl	120
472	English	the stable or stall	40	3.19	stable	steɪbḷ	-6011
473	English	the stable or stall	40	3.19	stall	stɔːl	120
# 
474	German	the cattle	611	3.2	Rindvieh	rɪnt#fiː	1848
475	French	the cattle	611	3.2	bétail	betaj	1850
476	Dutch	the cattle	611	3.2	rund	rʉnt	1848
477	English	the cattle	611	3.2	cattle	kætḷ	1849
# 
478	German	the bull	722	3.21	stier	ʃtiːr	2183
479	German	the bull	722	3.21	Bulle	bʊlə	2184
480	French	the bull	722	3.21	taureau	tɔʀo	2183
481	Dutch	the bull	722	3.21	stier	stiːr	2183
482	English	the bull	722	3.21	bull	bʊl	-2184
# 
483	German	the ox	725	3.22	Ochse	ɔksə	2194
484	German	the ox	725	3.22	stier	ʃtiːr	2196
485	French	the ox	725	3.22	boeuf	bœf	2195
486	Dutch	the ox	725	3.22	os	ɔs	2194
487	English	the ox	725	3.22	ox	ɔks	2194
# 
488	German	the cow	724	3.23	Kuh	kuː	2191
489	French	the cow	724	3.23	vache	vaʃ	2193
490	Dutch	the cow	724	3.23	koe	kuː	2192
491	English	the cow	724	3.23	cow	kaʊ	2192
# 
492	German	the calf	727	3.24	Kalb	kalp	2199
493	French	the calf	727	3.24	veau	vo	2200
494	Dutch	the calf	727	3.24	kalf	kɑlf	2199
495	English	the calf	727	3.24	calf	kɑːf	2199
# 
496	German	the sheep	726	3.25	Schaf	ʃaːf	2197
497	French	the sheep	726	3.25	mouton	mutɔ̃	2198
498	Dutch	the sheep	726	3.25	schaap	sxaːp	2197
499	English	the sheep	726	3.25	sheep	ʃiːp	2197
# 
500	German	the ram	728	3.26	Widder	vɪdər	2201
501	German	the ram	728	3.26	Schafbock	ʃaːf#bɔk	2204
502	French	the ram	728	3.26	bélier	belje	2203
503	Dutch	the ram	728	3.26	ram	rɑm	2202
504	English	the ram	728	3.26	ram	ræm	2202
# 
505	German	the sow	506	3.34	Sau	zau	1523
506	French	the sow	506	3.34	truie	tʀɥi	1524
507	Dutch	the sow	506	3.34	zeug	zøːx	1523
508	English	the sow	506	3.34	sow	səʊ	1523
# 
509	German	the pig	507	3.35	Schwein	ʃvain	1525
510	French	the pig	507	3.35	porc	pɔʀ	1527
511	French	the pig	507	3.35	cochon	kɔʃɔ̃	1529
512	Dutch	the pig	507	3.35	varken	vɑrkə	1528
513	English	the pig	507	3.35	pig	pɪɡ	1526
# 
514	German	the he-goat	505	3.37	Bock	bɔk	1521
515	French	the he-goat	505	3.37	bouc	buk	1521
516	Dutch	the he-goat	505	3.37	bok	bɔk	1521
517	English	the he-goat	505	3.37	billy-goat	bɪlɪ#ɡəʊt	1522
# 
518	German	the horse	168	3.41	Pferd	p͡feːrt	517
519	German	the horse	168	3.41	Ross	rɔs	518
520	German	the horse	168	3.41	Gaul	ɡaul	520
521	French	the horse	168	3.41	cheval	ʃəval	519
522	Dutch	the horse	168	3.41	paard	paːrt	517
523	English	the horse	168	3.41	horse	hɔːs	6012
# 
524	German	the stallion	167	3.42	Hengst	hɛŋst	514
525	French	the stallion	167	3.42	étalon	etalɔ̃	515
526	Dutch	the stallion	167	3.42	hengst	hɛŋst	514
527	English	the stallion	167	3.42	stallion	stæljən	-515
# 
528	German	the mare	166	3.44	Stute	ʃtuːtə	511
529	German	the mare	166	3.44	Mähre	mɛːrə	512
530	French	the mare	166	3.44	jument	ʒymɑ̃	513
531	Dutch	the mare	166	3.44	merrie	mɛriː	512
532	English	the mare	166	3.44	mare	mɑːreɪ	512
# 
533	German	the foal or colt	165	3.45	Füllen	fʏlən	509
534	French	the foal or colt	165	3.45	poulain	pulɛ̃	509
535	Dutch	the foal or colt	165	3.45	veulen	vøːlə	509
536	English	the foal or colt	165	3.45	foal	fəʊl	509
537	English	the foal or colt	165	3.45	colt	kəʊlt	510
# 
538	German	the mule	231	3.47	Maultier	maul#tiːr	693
539	German	the mule	231	3.47	Maulesel	maul#eːzəl	693
540	French	the mule	231	3.47	mulet	mylɛ	693
541	Dutch	the mule	231	3.47	muilezel	mœyl#eːzəl	693
542	Dutch	the mule	231	3.47	muildier	mœyl#diːr	693
543	English	the mule	231	3.47	mule	mjuːl	693
# 
544	German	the fowl	610	3.5	Geflügel	ɡə#flyːɡəl	1843
545	French	the fowl	610	3.5	volaille	vɔlɑj	1845
546	Dutch	the fowl	610	3.5	kip	kɪp	1846
547	Dutch	the fowl	610	3.5	pluimvee	plœymveː	1847
548	English	the fowl	610	3.5	poultry	pəʊltrɪ	1844
# 
549	German	the hen	705	3.54	Huhn	huːn	2141
550	French	the hen	705	3.54	poule	pul	2142
551	Dutch	the hen	705	3.54	hen	hɛn	2141
552	English	the hen	705	3.54	hen	hɛn	2141
# 
553	German	the chicken	706	3.55	Huhn	huːn	2143
554	German	the chicken	706	3.55	Hühnchen	hyːn#xən	2143
556	French	the chicken	706	3.55	poulet	pulɛ	2145
557	Dutch	the chicken	706	3.55	kuiken	kœykə	2144
558	English	the chicken	706	3.55	chicken	ʧɪkɪn	2144
# 
559	German	the goose	707	3.56	Gans	ɡans	2147
560	French	the goose	707	3.56	oie	wa	2148
561	Dutch	the goose	707	3.56	gans	xɑns	2147
562	English	the goose	707	3.56	goose	ɡuːs	2147
# 
563	German	the nest	720	3.58	Nest	nɛst	2179
564	French	the nest	720	3.58	nid	ni	2179
565	Dutch	the nest	720	3.58	nest	nɛst	2179
566	English	the nest	720	3.58	nest	nɛst	2179
# 
567	German	the bird	57	3.581	Vogel	foːɡəl	166
568	French	the bird	57	3.581	oiseau	wazo	168
569	Dutch	the bird	57	3.581	vogel	voːɣəl	166
570	English	the bird	57	3.581	bird	bɜːd	167
# 
571	German	the heron	58	3.583	Reiher	raiər	169
572	French	the heron	58	3.583	héron	eʀɔ̃	171
573	Dutch	the heron	58	3.583	reiger	rɛɪɣər	169
574	English	the heron	58	3.583	heron	hɛrən	-171
# 
575	German	the eagle	55	3.584	Adler	aːdlər	162
576	French	the eagle	55	3.584	aigle	ɛɡl	163
577	Dutch	the eagle	55	3.584	adelaar	aːdəlaːr	162
578	English	the eagle	55	3.584	eagle	iːɡḷ	-163
# 
579	German	the hawk	54	3.585	Habicht	haːbɪxt	159
580	French	the hawk	54	3.585	faucon	fokɔ̃	161
581	Dutch	the hawk	54	3.585	havik	haːvɪk	159
582	English	the hawk	54	3.585	hawk	hɔːk	160
# 
583	German	the vulture	56	3.586	Geier	ɡaiər	164
584	French	the vulture	56	3.586	vautour	votuʀ	165
585	Dutch	the vulture	56	3.586	gier	xiːr	164
586	English	the vulture	56	3.586	vulture	vʌlʧər	-165
# 
587	German	the parrot	272	3.592	Papagei	papaɡai	812
588	French	the parrot	272	3.592	perroquet	peʀɔkɛ	813
589	Dutch	the parrot	272	3.592	papegaai	pɑpəɣaːj	812
590	English	the parrot	272	3.592	parrot	pærət	-813
# 
591	German	the crow	273	3.593	Krähe	krɛːə	814
592	French	the crow	273	3.593	corbeau	kɔʀbo	815
593	Dutch	the crow	273	3.593	kraai	kraːj	814
594	English	the crow	273	3.593	crow	krəʊ	814
# 
595	German	the dove	271	3.594	Taube	taubə	810
596	French	the dove	271	3.594	colombe	kɔlɔ̃b	811
597	Dutch	the dove	271	3.594	duif	dœyf	810
598	English	the dove	271	3.594	dove	dʌv	810
# 
599	German	the dog	582	3.61	Hund	hʊnt	1755
600	French	the dog	582	3.61	chien	ʃjɛ̃	1755
601	Dutch	the dog	582	3.61	hond	hɔnt	1755
602	English	the dog	582	3.61	dog	dɔɡ	1756
# 
603	German	the rabbit	508	3.614	Kaninchen	kaniːn#xən	1530
604	French	the rabbit	508	3.614	lapin	lapɛ̃	1531
605	Dutch	the rabbit	508	3.614	konijn	koːnɛɪn	1530
606	English	the rabbit	508	3.614	rabbit	ræbɪt	1605
# 
607	German	the mouse or rat	583	3.63	Maus	maus	1758
608	French	the mouse or rat	583	3.63	souris	suʀi	1759
609	French	the mouse or rat	583	3.63	rat	ʀa	1760
610	Dutch	the mouse or rat	583	3.63	muis	mœys	1758
611	Dutch	the mouse or rat	583	3.63	rat	rɑt	1760
612	English	the mouse or rat	583	3.63	mouse	maʊz	1758
613	English	the mouse or rat	583	3.63	rat	ræt	1760
# 
614	German	the fish	581	3.65	Fisch	fɪʃ	1753
615	French	the fish	581	3.65	poisson	pwasɔ̃	1753
616	Dutch	the fish	581	3.65	vis	vɪs	1753
617	English	the fish	581	3.65	fish	fɪʃ	1753
# 
618	German	the fin	539	3.652	Finne	fɪnə	1620
619	French	the fin	539	3.652	nageoire	naʒwaʀ	1621
620	Dutch	the fin	539	3.652	vin	vɪn	1620
621	English	the fin	539	3.652	fin	fɪn	1620
# 
622	German	the scale	538	3.653	Schuppe	ʃʊpə	1617
623	French	the scale	538	3.653	écaille	ekaj	1619
624	Dutch	the scale	538	3.653	schub	sxʉp	1617
625	English	the scale	538	3.653	scale	skeɪl	-1619
# 
626	German	the shark	425	3.661	Hai	hai	1274
628	French	the shark	425	3.661	requin	ʀəkɛ̃	1276
629	Dutch	the shark	425	3.661	haai	haːj	1274
630	English	the shark	425	3.661	shark	ʃɑːk	1275
# 
631	German	the porpoise or dolphin	426	3.662	Tümmler	tʏmlər	1278
632	French	the porpoise or dolphin	426	3.662	marsouin	maʀswɛ̃	1280
633	French	the porpoise or dolphin	426	3.662	dauphin	dofɛ̃	1279
634	Dutch	the porpoise or dolphin	426	3.662	dolfijn	dɔlfɛɪn	-1279
635	English	the porpoise or dolphin	426	3.662	dolphin	dɔlfɪn	-1279
636	English	the porpoise or dolphin	426	3.662	porpoise	pɔːpəs	1281
# 
637	German	the whale	427	3.663	Wal	vaːl	1282
638	French	the whale	427	3.663	baleine	balɛn	1283
639	Dutch	the whale	427	3.663	walvis	wɑlvɪs	1282
640	English	the whale	427	3.663	whale	weɪl	1282
# 
641	German	the wolf	373	3.71	Wolf	vɔlf	1131
642	French	the wolf	373	3.71	loup	lu	1131
643	Dutch	the wolf	373	3.71	wolf	wɔlf	1131
644	English	the wolf	373	3.71	wolf	wʊlf	1131
# 
645	German	the fox	376	3.74	Fuchs	fʊks	1136
646	French	the fox	376	3.74	renard	ʀənaʀ	1137
647	Dutch	the fox	376	3.74	vos	vɔs	1136
648	English	the fox	376	3.74	fox	fɔks	1136
# 
649	German	the deer	377	3.75	Reh	reː	1138
650	French	the deer	377	3.75	daim	dɛ̃	1139
651	French	the deer	377	3.75	cerf	sɛʀ	1140
652	French	the deer	377	3.75	chevreuil	ʃəvʀœj	1141
653	Dutch	the deer	377	3.75	hert	hɛrt	6014
654	English	the deer	377	3.75	deer	dɪər	6013
# 
663	German	the head louse	438	3.811	Laus	laus	1309
664	French	the head louse	438	3.811	pou	pu	1310
665	Dutch	the head louse	438	3.811	luis	lœys	1309
666	Dutch	the head louse	438	3.811	hoofdluis	hoːvd#lœys	1309
667	English	the head louse	438	3.811	louse	laʊs	1309
# 
668	German	the nit	437	3.812	Nisse	nɪsə	1307
669	French	the nit	437	3.812	lente	lɑ̃t	1308
670	Dutch	the nit	437	3.812	neet	neːt	1307
671	English	the nit	437	3.812	nit	nɪt	1307
# 
672	German	the flea	436	3.813	Floh	floː	1305
673	French	the flea	436	3.813	puce	pys	1306
674	Dutch	the flea	436	3.813	vlo	vloː	1305
675	English	the flea	436	3.813	flea	fliː	1305
# 
685	German	the wasp	237	3.823	Wespe	vɛspə	711
686	French	the wasp	237	3.823	guêpe	ɡɛp	712
687	Dutch	the wasp	237	3.823	wesp	wɛsp	711
688	English	the wasp	237	3.823	wasp	wɔsp	711
# 
689	German	the fly	481	3.83	Fliege	fliːɡə	1442
690	French	the fly	481	3.83	mouche	muʃ	1443
691	Dutch	the fly	481	3.83	vlieg	vliːx	1442
692	English	the fly	481	3.83	fly	flaɪ	1442
# 
693	German	the sandfly or midge or gnat	21	3.831	Mücke	mʏkə	62
694	French	the sandfly or midge or gnat	21	3.831	moustique	mustik	63
695	French	the sandfly or midge or gnat	21	3.831	moucheron	muʃʀɔ̃	65
696	Dutch	the sandfly or midge or gnat	21	3.831	mug	mʉx	62
697	English	the sandfly or midge or gnat	21	3.831	midge	mɪʤ	62
698	English	the sandfly or midge or gnat	21	3.831	gnat	næt	64
# 
699	German	the mosquito	24	3.832	Stechmücke	ʃtɛx#mʏkə	72
700	German	the mosquito	24	3.832	Moskito	mɔskiːtoː	-73
701	French	the mosquito	24	3.832	moustique	mustik	73
702	Dutch	the mosquito	24	3.832	muskiet	mʉskiːt	-73
703	English	the mosquito	24	3.832	mosquito	məskiːtəʊ	-73
# 
704	German	the butterfly	266	3.92	Schmetterling	ʃmɛtərlɪŋ	794
705	French	the butterfly	266	3.92	papillon	papijɔ̃	796
706	Dutch	the butterfly	266	3.92	vlinder	vlɪndər	797
707	English	the butterfly	266	3.92	butterfly	bʌtəflaɪ	795
# 
708	German	the snail	267	3.94	Schnecke	ʃnɛkə	798
709	French	the snail	267	3.94	escargot	ɛskaʀɡo	799
710	Dutch	the snail	267	3.94	slak	slɑk	800
711	English	the snail	267	3.94	snail	sneɪl	798
# 
712	German	the frog	268	3.95	Frosch	frɔʃ	801
713	French	the frog	268	3.95	grenouille	ɡʀənuj	802
714	Dutch	the frog	268	3.95	kikker	kɪkər	803
715	English	the frog	268	3.95	frog	frɔɡ	801
# 
727	German	the body	652	4.11	Leib	laip	1981
728	German	the body	652	4.11	Körper	kœrpər	-1983
729	French	the body	652	4.11	corps	kɔʀ	1983
730	Dutch	the body	652	4.11	lichaam	lɪxaːm	1984
731	English	the body	652	4.11	body	bɔdɪ	1982
# 
732	German	the skin or hide	599	4.12	Haut	haut	1810
733	French	the skin or hide	599	4.12	peau	po	1809
734	Dutch	the skin or hide	599	4.12	huid	hœyt	1810
735	English	the skin or hide	599	4.12	skin	skɪn	1808
736	English	the skin or hide	599	4.12	hide	haɪd	1810
# 
737	German	the flesh	598	4.13	Fleisch	flaiʃ	1805
738	French	the flesh	598	4.13	chair	ʃɛʀ	1806
739	Dutch	the flesh	598	4.13	vlees	vleːs	1805
740	English	the flesh	598	4.13	flesh	flɛʃ	1805
# 
741	German	the hair	601	4.14	Haar	haːr	1813
742	French	the hair	601	4.14	cheveu	ʃəvø	1814
743	Dutch	the hair	601	4.14	haar	haːr	1813
744	English	the hair	601	4.14	hair	hɛər	1813
# 
745	German	the beard	397	4.142	Bart	baːrt	1198
746	French	the beard	397	4.142	barbe	baʀb	1198
747	Dutch	the beard	397	4.142	baard	baːrt	1198
748	English	the beard	397	4.142	beard	bɪəd	1198
# 
749	German	the dandruff	552	4.146	schuppen	ʃʊpən	1655
750	French	the dandruff	552	4.146	pellicule	pelikyl	1657
751	Dutch	the dandruff	552	4.146	roos	roːs	1658
752	English	the dandruff	552	4.146	dandruff	dændrʌf	1656
# 
753	German	the blood	600	4.15	Blut	bluːt	1811
754	French	the blood	600	4.15	sang	sɑ̃	1812
755	Dutch	the blood	600	4.15	bloed	bluːt	1811
756	English	the blood	600	4.15	blood	blʌd	1811
# 
757	German	the vein or artery	340	4.151	Ader	aːdər	1024
759	French	the vein or artery	340	4.151	veine	vɛn	1022
761	Dutch	the vein or artery	340	4.151	bloedvat	bluːtfɑt	1023
762	Dutch	the vein or artery	340	4.151	ader	aːdər	1024
763	English	the vein or artery	340	4.151	vein	veɪn	-1022
764	English	the vein or artery	340	4.151	artery	ɑːtərɪ	6016
# 
765	German	the bone	603	4.16	Knochen	knɔxən	1817
766	French	the bone	603	4.16	os	ɔs	1819
767	Dutch	the bone	603	4.16	bot	bɔt	1820
768	English	the bone	603	4.16	bone	bəʊn	1818
# 
769	German	the rib	230	4.162	Rippe	rɪpə	690
770	French	the rib	230	4.162	côte	kot	691
771	Dutch	the rib	230	4.162	rib	rɪp	690
772	English	the rib	230	4.162	rib	rɪb	690
# 
773	German	the horn	671	4.17	Horn	hɔrn	2032
774	French	the horn	671	4.17	corne	kɔʁn	2032
775	Dutch	the horn	671	4.17	hoorn	hoːrn	2032
776	English	the horn	671	4.17	horn	hɔːn	2032
# 
777	German	the tail	605	4.18	Schwanz	ʃvanʦ	1824
779	French	the tail	605	4.18	queue	kø	1826
780	Dutch	the tail	605	4.18	staart	staːrt	1827
781	English	the tail	605	4.18	tail	teɪl	1825
# 
782	German	the back	604	4.19	rücken	rʏkən	1821
783	French	the back	604	4.19	dos	do	1823
784	Dutch	the back	604	4.19	rug	rʉx	1821
785	English	the back	604	4.19	back	bæk	1822
# 
786	German	the head	719	4.2	Kopf	kɔp͡f	2176
787	German	the head	719	4.2	Haupt	haupt	2177
788	French	the head	719	4.2	tête	tɛt	2178
789	Dutch	the head	719	4.2	hoofd	hoːft	2177
790	English	the head	719	4.2	head	hɛd	2177
# 
791	German	the skull	615	4.202	Schädel	ʃɛːdəl	1861
792	French	the skull	615	4.202	crâne	kʀɑn	1862
793	Dutch	the skull	615	4.202	schedel	sxeːdəl	1861
794	English	the skull	615	4.202	skull	skʌl	6017
# 
795	German	the brain	614	4.203	Gehirn	ɡə#hɪrn	1857
796	French	the brain	614	4.203	cerveau	sɛʀvo	1859
797	Dutch	the brain	614	4.203	hersenen	hɛrsənə	1860
798	English	the brain	614	4.203	brain	breɪn	1858
# 
799	German	the face	616	4.204	Gesicht	ge#zɪxt	1865
800	French	the face	616	4.204	visage	vizaʒ	1864
801	Dutch	the face	616	4.204	gezicht	xə#zɪxt	1865
802	English	the face	616	4.204	face	feɪs	6018
# 
803	German	the jaw	617	4.207	Kiefer	kiːfər	1866
804	French	the jaw	617	4.207	machoire	mɑʃwaʀ	1868
805	Dutch	the jaw	617	4.207	kaak	kaːk	1869
806	English	the jaw	617	4.207	jaw	ʤɔː	1867
# 
807	German	the cheek	619	4.208	Wange	vaŋə	1872
808	French	the cheek	619	4.208	joue	ʒu	1874
809	Dutch	the cheek	619	4.208	wang	wɑŋ	1872
810	English	the cheek	619	4.208	cheek	ʧiːk	1873
# 
811	German	the eyebrow	81	4.212	Augenbraue	auɡən#brauə	246
812	French	the eyebrow	81	4.212	sourcil	suʀsi	248
813	Dutch	the eyebrow	81	4.212	wenkbrauw	wɛŋɡ#brɑuw	246
814	English	the eyebrow	81	4.212	eyebrow	aɪ#braʊ	246
# 
815	German	the eyelid	82	4.213	Augenlid	auɡən#liːt	249
816	German	the eyelid	82	4.213	Lid	liːt	249
817	French	the eyelid	82	4.213	paupière	popjɛʀ	250
818	Dutch	the eyelid	82	4.213	ooglid	oːɣ#lɪt	249
819	English	the eyelid	82	4.213	eyelid	aɪ#lɪd	249
# 
821	German	to blink	83	4.215	blinzeln	blɪnʦəln	6019
822	French	to blink	83	4.215	cligner	kliɲe	252
823	Dutch	to blink	83	4.215	knipperen	knɪpərə	253
824	English	to blink	83	4.215	blink	blɪŋk	251
# 
825	German	the nose	740	4.23	Nase	naːzə	2241
826	French	the nose	740	4.23	nez	nɛ	2241
827	Dutch	the nose	740	4.23	neus	nøːs	2241
828	English	the nose	740	4.23	nose	nəʊz	2241
# 
829	German	the nostril	501	4.231	Nasenloch	naːzən#lɔx	1506
830	French	the nostril	501	4.231	narine	naʀin	1507
831	Dutch	the nostril	501	4.231	neusvleugel	nøːs#fløːɣəl	1506
832	English	the nostril	501	4.231	nostril	nɔstrəl	1506
# 
833	German	the nasal mucus	502	4.232	Schleim	ʃlaim	1508
834	French	the nasal mucus	502	4.232	morve	mɔʀv	1510
835	French	the nasal mucus	502	4.232	mucus	mykys	1511
836	Dutch	the nasal mucus	502	4.232	snot	snɔt	1509
837	English	the nasal mucus	502	4.232	snot	snɔt	1509
# 
838	German	the mouth	741	4.24	Mund	mʊnt	2242
839	French	the mouth	741	4.24	bouche	buʃ	2243
840	Dutch	the mouth	741	4.24	mond	mɔnt	2242
841	English	the mouth	741	4.24	mouth	maʊð	2242
# 
842	German	the lip	742	4.25	Lippe	lɪpə	2244
843	French	the lip	742	4.25	lèvre	lɛvʀ	2244
844	Dutch	the lip	742	4.25	lip	lɪp	2244
845	English	the lip	742	4.25	lip	lɪp	2244
# 
846	German	the tongue	743	4.26	Zunge	ʦʊŋə	2245
847	French	the tongue	743	4.26	langue	lɑ̃ŋ	2246
848	Dutch	the tongue	743	4.26	tong	tɔŋ	2245
849	English	the tongue	743	4.26	tongue	tʌŋ	2245
# 
850	German	the neck	735	4.28	Hals	hals	2228
851	French	the neck	735	4.28	cou	ku	2230
852	Dutch	the neck	735	4.28	hals	hɑls	2228
853	English	the neck	735	4.28	neck	nɛk	2229
# 
854	German	the nape of the neck	396	4.281	Nacken	nakən	1196
855	German	the nape of the neck	396	4.281	Genick	ɡə#niːk	1196
856	French	the nape of the neck	396	4.281	nuque	nyk	1196
857	Dutch	the nape of the neck	396	4.281	nek	nɛk	1196
858	English	the nape of the neck	396	4.281	nape	neɪp	1197
# 
859	German	the shoulder	718	4.3	Schulter	ʃʊltər	2174
860	French	the shoulder	718	4.3	épaule	epol	2175
861	Dutch	the shoulder	718	4.3	schouder	sxɑudər	2174
862	English	the shoulder	718	4.3	shoulder	ʃəʊldər	2174
# 
863	German	the collarbone	383	4.302	Schlüsselbein	ʃlʏsəl#bain	1154
864	French	the collarbone	383	4.302	clavicule	klavikyl	1156
865	Dutch	the collarbone	383	4.302	sleutelbeen	sløːtəl#beːn	1154
866	English	the collarbone	383	4.302	collarbone	kɔlə#bəʊn	1155
# 
867	German	the armpit	186	4.312	Achselhöhle	aksəl#hɶːlə	575
868	French	the armpit	186	4.312	aisselle	ɛsɛl	575
869	Dutch	the armpit	186	4.312	oksel	ɔksəl	575
870	English	the armpit	186	4.312	armpit	ɑːm#pɪt	574
# 
871	German	the elbow	198	4.32	Ellenbogen	ɛlən#boːɡən	603
872	French	the elbow	198	4.32	coude	kud	604
873	Dutch	the elbow	198	4.32	elleboog	ɛlə#boːx	603
874	English	the elbow	198	4.32	elbow	ɛl#bəʊ	603
# 
875	German	the wrist	717	4.321	Handgelenk	hant#ɡəlɛŋk	2170
876	French	the wrist	717	4.321	poignet	pwaɲɛ	2172
877	Dutch	the wrist	717	4.321	pols	pɔls	2173
878	English	the wrist	717	4.321	wrist	rɪst	2171
# 
879	German	the hand	197	4.33	Hand	hant	601
880	French	the hand	197	4.33	main	mɛ̃	602
881	Dutch	the hand	197	4.33	hand	hɑnt	601
882	English	the hand	197	4.33	hand	hænd	601
# 
883	German	the finger	203	4.34	Finger	fɪŋər	615
884	French	the finger	203	4.34	doigt	dwa	616
885	Dutch	the finger	203	4.34	vinger	vɪŋər	615
886	English	the finger	203	4.34	finger	fɪŋɡər	615
# 
887	German	the claw	300	4.345	Klaue	klauə	901
888	German	the claw	300	4.345	Kralle	kralə	903
889	French	the claw	300	4.345	griffe	ɡʀif	902
890	Dutch	the claw	300	4.345	klauw	klɑuw	901
891	English	the claw	300	4.345	claw	klɔː	901
# 
892	German	the leg	202	4.35	Bein	bain	612
893	French	the leg	202	4.35	jambe	ʒɑ̃b	614
894	Dutch	the leg	202	4.35	been	beːn	612
895	English	the leg	202	4.35	leg	lɛɡ	613
# 
896	German	the thigh	89	4.351	Oberschenkel	oːbər#ʃɛŋkəl	267
897	German	the thigh	89	4.351	Schenkel	ʃɛŋkəl	267
898	French	the thigh	89	4.351	cuisse	kɥis	269
899	Dutch	the thigh	89	4.351	dij	dɛɪ	268
900	English	the thigh	89	4.351	thigh	θaɪ	268
# 
901	German	the calf of the leg	88	4.352	Wade	vaːdə	263
902	French	the calf of the leg	88	4.352	mollet	mɔlɛ	265
903	Dutch	the calf of the leg	88	4.352	kuit	kœyt	266
904	English	the calf of the leg	88	4.352	calf	kɑːf	264
# 
905	German	the knee	201	4.36	Knie	kniː	610
906	French	the knee	201	4.36	genou	ʒənu	610
907	Dutch	the knee	201	4.36	knie	kniː	610
908	English	the knee	201	4.36	knee	niː	610
# 
909	German	the foot	200	4.37	Fuß	fuːs	608
910	French	the foot	200	4.37	pied	pje	609
911	Dutch	the foot	200	4.37	voet	vuːt	608
912	English	the foot	200	4.37	foot	fʊt	608
# 
913	German	the ankle	412	4.371	Knöchel	knœxəl	1236
914	French	the ankle	412	4.371	cheville	ʃəvij	1238
915	Dutch	the ankle	412	4.371	enkel	ɛŋkəl	1237
916	English	the ankle	412	4.371	ankle	æŋkḷ	1237
# 
917	German	the heel	413	4.372	Ferse	fɛrzə	1239
918	German	the heel	413	4.372	Hacke	hakə	1242
919	French	the heel	413	4.372	talon	talɔ̃	1241
920	Dutch	the heel	413	4.372	hiel	hiːl	1240
921	English	the heel	413	4.372	heel	hiːl	1240
# 
922	German	the toe	195	4.38	Zehe	ʦeːə	596
923	French	the toe	195	4.38	orteil	ɔʀtɛj	597
924	Dutch	the toe	195	4.38	teen	teːn	596
925	English	the toe	195	4.38	toe	təʊ	596
# 
926	German	the wing	732	4.392	Flügel	flyːɡəl	2216
927	French	the wing	732	4.392	aile	ɛl	2218
928	Dutch	the wing	732	4.392	vleugel	vløːɣəl	2216
929	English	the wing	732	4.392	wing	wɪŋ	2217
# 
930	German	the chest	533	4.4	Brust	brʊst	1608
931	French	the chest	533	4.4	poitrine	pwatʀin	1610
932	Dutch	the chest	533	4.4	borst	bɔrst	1608
933	English	the chest	533	4.4	chest	ʧɛst	1609
# 
934	German	the breast	312	4.41	Brust	brʊst	937
935	French	the breast	312	4.41	sein	sɛ̃	938
936	French	the breast	312	4.41	poitrine	pwatʀin	939
937	Dutch	the breast	312	4.41	borst	bɔrst	937
938	English	the breast	312	4.41	breast	brɛst	937
# 
939	German	the navel	311	4.43	Nabel	naːbəl	936
940	French	the navel	311	4.43	nombril	nɔ̃bʀil	6020
941	Dutch	the navel	311	4.43	navel	naːvəl	936
942	English	the navel	311	4.43	navel	neɪvḷ	936
# 
943	German	the heart	315	4.44	Herz	hɛrʦ	945
944	French	the heart	315	4.44	coeur	kœʀ	945
945	Dutch	the heart	315	4.44	hart	hɑrt	945
946	English	the heart	315	4.44	heart	hɑːt	945
# 
947	German	the lung	214	4.441	Lunge	lʊŋə	646
948	French	the lung	214	4.441	poumon	pumɔ̃	647
949	Dutch	the lung	214	4.441	long	lɔŋ	646
950	English	the lung	214	4.441	lung	lʌŋ	646
# 
951	German	the liver	316	4.45	Leber	leːbər	947
952	French	the liver	316	4.45	foie	fwa	948
953	Dutch	the liver	316	4.45	lever	leːvər	947
954	English	the liver	316	4.45	liver	lɪvər	947
# 
955	German	the kidney	422	4.451	Niere	niːrə	1267
956	French	the kidney	422	4.451	rein	ʀɛ̃	1269
957	Dutch	the kidney	422	4.451	nier	niːr	1267
958	English	the kidney	422	4.451	kidney	kɪdnɪ	1268
# 
959	German	the stomach	313	4.46	Magen	maːɡən	940
960	French	the stomach	313	4.46	estomac	ɛstɔma	941
961	Dutch	the stomach	313	4.46	maag	maːx	940
962	English	the stomach	313	4.46	stomach	stʌmək	-941
# 
963	German	the waist	246	4.462	Taille	taljə	-743
964	French	the waist	246	4.462	taille	taj	743
965	Dutch	the waist	246	4.462	middel	mɪdəl	746
