# PIE
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
474	Russian	egg	24	jɪjʦo	j ɪ j ʦ o	154
475	Polish	egg	24	jajkɔ	j a j k ɔ	154
476	Norwegian	egg	24	eg	e g	154
477	French	egg	24	œf	œ f	154
478	Czech	egg	24	vɛjʦɛ	v ɛ j ʦ ɛ	154
479	Icelandic	egg	24	ɛkː	ɛ kː	154
480	Italian	egg	24	wɔvo	w ɔ v o	154
481	Hindi	egg	24	ə̃ɳɖaː	ə̃ ɳ ɖ aː	156
482	Portuguese	egg	24	ovu	o v u	154
# 
483	Dutch	eye	25	oːx	oː x	158
484	Swedish	eye	25	øːga	øː g a	158
485	English	eye	25	aɪ	aɪ	158
486	German	eye	25	auɡə	au ɡ ə	158
487	Spanish	eye	25	oxo	o x o	158
488	Danish	eye	25	ʌjə	ʌ j ə	158
489	Bulgarian	eye	25	okɔ	o k ɔ	158
490	Greek	eye	25	mati	m a t i	158
491	Armenian	eye	25	ɑʧʰkʰ	ɑ ʧʰ kʰ	158
492	Romanian	eye	25	oki	o k i	158
493	Russian	eye	25	ɡlas	ɡ l a s	157
494	Polish	eye	25	ɔkɔ	ɔ k ɔ	158
495	Norwegian	eye	25	œjə	œ j ə	158
496	French	eye	25	œj	œ j	158
497	Czech	eye	25	oko	o k o	158
498	Icelandic	eye	25	øyːɣa	øyː ɣ a	158
499	Italian	eye	25	ɔkkjo	ɔ kː j o	158
500	Hindi	eye	25	ãːkʰ	ãː kʰ	158
501	Portuguese	eye	25	oʎu	o ʎ u	158
# 
502	Dutch	fat	26	vɛt	v ɛ t	166
503	Swedish	fat	26	fɛt	f ɛ t	166
504	English	fat	26	fæt	f æ t	166
505	German	fat	26	fɛt	f ɛ t	-166
506	Spanish	fat	26	ɡɾasa	ɡ ɾ a s a	160
507	Danish	fat	26	fed	f e d	166
508	Bulgarian	fat	26	məznina	m ə z n i n a	164
509	Greek	fat	26	lipos	l i p o s	168
510	Armenian	fat	26	ʧɑɾp	ʧ ɑ ɾ p	-161
511	Romanian	fat	26	grəsime	g r ə s i m e	160
512	Russian	fat	26	ʒɨr	ʒ ɨ r	165
513	Polish	fat	26	twuʃʧ	t w u ʃ ʧ	167
514	Norwegian	fat	26	fet	f e t	-166
515	French	fat	26	ɡʁɛs	ɡ ʁ ɛ s	160
516	Czech	fat	26	tʊk	t ʊ k	162
517	Icelandic	fat	26	fɪːta	f ɪː t a	166
518	Italian	fat	26	ɡrasso	ɡ r a sː o	160
519	Hindi	fat	26	ʧərbiː	ʧ ə r b iː	-169
520	Portuguese	fat	26	gurdurɐ	g u r d u r ɐ	163
521	Spanish	fat	26	ɡoɾðo	ɡ o ɾ ð o	163
522	Czech	fat	26	saːdlo	s aː d l o	159
# 
523	Dutch	feather	27	veːr	v eː r	170
524	Swedish	feather	27	fjɛːder	f j ɛː d e r	170
525	English	feather	27	fɛðər	f ɛ ð ə r	170
526	German	feather	27	feːdər	f eː d ə r	170
527	Spanish	feather	27	pluma	p l u m a	172
528	Danish	feather	27	fjeðˀʌ	f j e ðˀ ʌ	170
529	Bulgarian	feather	27	pɛrɔ	p ɛ r ɔ	174
530	Greek	feather	27	ftero	f t e r o	170
531	Armenian	feather	27	pʰɛtuɾ	pʰ ɛ t u ɾ	-171
532	Romanian	feather	27	panə	p a n ə	170
533	Russian	feather	27	pʲɪro	pʲ ɪ r o	174
534	Polish	feather	27	pʲurɔ	pʲ u r ɔ	174
535	Norwegian	feather	27	fjæːɾ	f j æː ɾ	170
536	French	feather	27	plym	p l y m	172
537	Czech	feather	27	pɛːro	p ɛː r o	174
538	Icelandic	feather	27	fjœːðʏr	f j œː ð ʏ r	170
539	Italian	feather	27	pjuma	p j u m a	172
540	Hindi	feather	27	pə̃ŋkʰ	p ə̃ ŋ kʰ	173
541	Portuguese	feather	27	penɐ	p e n ɐ	170
542	Italian	feather	27	pɛnna	p ɛ nː a	170
# 
543	Dutch	fire	28	vyːr	v yː r	181
544	Swedish	fire	28	elːd	e lː d	176
545	English	fire	28	faɪər	f aɪə r	181
546	German	fire	28	fɔyər	f ɔyə r	181
547	Spanish	fire	28	fweɣo	f w e ɣ o	179
548	Danish	fire	28	ilˀ	i lˀ	176
549	Bulgarian	fire	28	ɔɡən	ɔ ɡ ə n	178
550	Greek	fire	28	fotça	f o t ç a	175
551	Armenian	fire	28	kəɾɑk	k ə ɾ ɑ k	180
552	Romanian	fire	28	fok	f o k	179
553	Russian	fire	28	ɐɡonʲ	ɐ ɡ o nʲ	178
554	Polish	fire	28	ɔɡʲɛnʲ	ɔ ɡʲ ɛ nʲ	178
555	Norwegian	fire	28	ʋɑɾmə	ʋ ɑ ɾ m ə	177
556	French	fire	28	fø	f ø	179
557	Czech	fire	28	oɦɛnʲ	o ɦ ɛ nʲ	178
558	Icelandic	fire	28	ɛltʏr	ɛ l t ʏ r	176
559	Italian	fire	28	fwɔko	f w ɔ k o	179
560	Hindi	fire	28	aːg	aː g	178
561	Portuguese	fire	28	fogu	f o g u	179
562	Norwegian	fire	28	il	i l	176
# 
563	Dutch	fish	29	vɪs	v ɪ s	182
564	Swedish	fish	29	fisːk	f i sː k	182
565	English	fish	29	fɪʃ	f ɪ ʃ	182
566	German	fish	29	fɪʃ	f ɪ ʃ	182
567	Spanish	fish	29	peskaðo	p e s k a ð o	182
568	Danish	fish	29	fesg	f e s g	182
569	Bulgarian	fish	29	ribə	r i b ə	184
570	Greek	fish	29	p͡sari	p͡s a r i	185
571	Armenian	fish	29	ʣuk	ʣ u k	183
572	Romanian	fish	29	peʃte	p e ʃ t e	182
573	Russian	fish	29	rɨbə	r ɨ b ə	184
574	Polish	fish	29	rɨba	r ɨ b a	184
575	Norwegian	fish	29	fisk	f i s k	182
576	French	fish	29	pwasõ	p w a s õ	182
577	Czech	fish	29	rɪba	r ɪ b a	184
578	Icelandic	fish	29	fɪskʏr	f ɪ s k ʏ r	182
579	Italian	fish	29	peʃʃe	p e ʃː e	182
580	Hindi	fish	29	məʧliː	m ə ʧ l iː	186
581	Portuguese	fish	29	pɐjʃə	p ɐ j ʃ ə	182
# 
582	Dutch	fly (V)	30	vliːɣə	v l iː ɣ ə	190
583	Swedish	fly (V)	30	flʉga	f l ʉ g a	190
584	English	fly (V)	30	flaɪ	f l aɪ	190
585	German	fly (V)	30	fliːɡən	f l iː ɡ ə n	190
586	Spanish	fly (V)	30	bolaɾ	b o l a ɾ	187
587	Danish	fly (V)	30	flyːvə	f l yː v ə	190
588	Bulgarian	fly (V)	30	lɛtʲə	l ɛ tʲ ə	188
589	Greek	fly (V)	30	peto	p e t o	191
590	Armenian	fly (V)	30	tʰərʧʰɛl	tʰ ə r ʧʰ ɛ l	191
591	Romanian	fly (V)	30	zbura	z b u r a	187
592	Russian	fly (V)	30	lʲɪtʲetʲ	lʲ ɪ tʲ e tʲ	188
593	Polish	fly (V)	30	lataʨ	l a t a ʨ	188
594	Norwegian	fly (V)	30	flyː	f l yː	190
595	French	fly (V)	30	vɔle	v ɔ l e	187
596	Czech	fly (V)	30	lɛːtat	l ɛː t a t	188
597	Icelandic	fly (V)	30	fljuːa	f l j uːa	190
598	Italian	fly (V)	30	volare	v o l a r e	187
599	Hindi	fly (V)	30	ʊɽnaː	ʊ ɽ n aː	189
600	Portuguese	fly (V)	30	vwar	v w a r	187
# 
601	Dutch	foot	31	vuːt	v uː t	194
602	Swedish	foot	31	foːt	f oː t	194
603	English	foot	31	fʊt	f ʊ t	194
604	German	foot	31	fuːs	f uː s	194
605	Spanish	foot	31	pje	p j e	194
606	Danish	foot	31	foˀð	f oˀ ð	194
607	Bulgarian	foot	31	krak	k r a k	193
608	Greek	foot	31	poði	p o ð i	194
609	Armenian	foot	31	votkʰ	v o t kʰ	194
610	Romanian	foot	31	piʧjor	p i ʧ j o r	194
611	Russian	foot	31	nɐɡa	n ɐ ɡ a	192
612	Polish	foot	31	nɔɡa	n ɔ ɡ a	192
613	Norwegian	foot	31	fuːt	f uː t	194
614	French	foot	31	pje	p j e	194
615	Czech	foot	31	noɦa	n o ɦ a	192
616	Icelandic	foot	31	fouːtʏr	f ouː t ʏ r	194
617	Italian	foot	31	pjɛde	p j ɛ d e	194
618	Hindi	foot	31	pɛːr	p ɛː r	194
619	Portuguese	foot	31	pɛ	p ɛ	194
# 
620	Dutch	full	32	vɔl	v ɔ l	196
621	Swedish	full	32	fulː	f u lː	196
622	English	full	32	fʊl	f ʊ l	196
623	German	full	32	fɔl	f ɔ l	196
624	Spanish	full	32	ʎeno	ʎ e n o	196
625	Danish	full	32	fulˀ	f u lˀ	196
626	Bulgarian	full	32	pɤlɛn	p ɤ l ɛ n	196
627	Greek	full	32	ʝematos	ʝ e m a t o s	195
628	Armenian	full	32	likʰə	l i kʰ ə	196
629	Romanian	full	32	plin	p l i n	196
630	Russian	full	32	polnɨj	p o l n ɨ j	196
631	Polish	full	32	pɛwnɨ	p ɛ w n ɨ	196
632	Norwegian	full	32	fʉl	f ʉ l	196
633	French	full	32	plɛ̃	p l ɛ̃	196
634	Czech	full	32	pl̩niː	p l̩ n iː	196
635	Icelandic	full	32	fʏt͡lʏr	f ʏ t͡l ʏ r	196
636	Italian	full	32	pjɛno	p j ɛ n o	196
637	Hindi	full	32	puːraː	p uː r aː	196
638	Portuguese	full	32	ʃɐju	ʃ ɐ j u	196
# 
639	Dutch	give (V)	33	xeːvə	x eː v ə	197
640	Swedish	give (V)	33	jiːva	j iː v a	197
641	English	give (V)	33	ɡɪv	ɡ ɪ v	197
642	German	give (V)	33	ɡeːbən	ɡ eː b ə n	197
643	Spanish	give (V)	33	daɾ	d a ɾ	198
644	Danish	give (V)	33	giˀ	g iˀ	197
645	Bulgarian	give (V)	33	davəm	d a v ə m	198
646	Greek	give (V)	33	ðino	ð i n o	198
647	Armenian	give (V)	33	tɑl	t ɑ l	198
648	Romanian	give (V)	33	da	d a	198
649	Russian	give (V)	33	datʲ	d a tʲ	198
650	Polish	give (V)	33	davaʨ	d a v a ʨ	198
651	Norwegian	give (V)	33	jiː	j iː	197
652	French	give (V)	33	dɔne	d ɔ n e	198
653	Czech	give (V)	33	daːt	d aː t	198
654	Icelandic	give (V)	33	cɛːva	c ɛː v a	197
655	Italian	give (V)	33	dare	d a r e	198
656	Hindi	give (V)	33	deːnaː	d eː n aː	198
657	Portuguese	give (V)	33	dar	d a r	198
# 
658	Dutch	good	34	xuːt	x uː t	205
659	Swedish	good	34	guːd	g uː d	205
660	English	good	34	ɡʊd	ɡ ʊ d	205
661	German	good	34	ɡuːt	ɡ uː t	205
662	Spanish	good	34	bweno	b w e n o	200
663	Danish	good	34	goˀ	g oˀ	205
664	Bulgarian	good	34	dobɤr	d o b ɤ r	204
665	Greek	good	34	kalos	k a l o s	199
666	Armenian	good	34	lɑv	l ɑ v	202
667	Romanian	good	34	bun	b u n	200
668	Russian	good	34	xɐroʃɨj	x ɐ r o ʃ ɨ j	201
669	Polish	good	34	dɔbrɨ	d ɔ b r ɨ	204
670	Norwegian	good	34	guː	g uː	205
671	French	good	34	bɔ̃	b ɔ̃	200
672	Czech	good	34	dobriː	d o b r iː	204
673	Icelandic	good	34	kouːðʏr	k ouː ð ʏ r	205
674	Italian	good	34	bwɔno	b w ɔ n o	200
675	Hindi	good	34	əʧʧʰaː	ə ʧːʰ aː	203
676	Portuguese	good	34	bõ	b õ	200
# 
677	Dutch	green	35	xruːn	x r uː n	209
678	Swedish	green	35	grøːn	g r øː n	209
679	English	green	35	ɡriːn	ɡ r iː n	209
680	German	green	35	ɡryːn	ɡ r yː n	209
681	Spanish	green	35	beɾðe	b e ɾ ð e	208
682	Danish	green	35	gʁɶnˀ	g ʁ ɶ nˀ	209
683	Bulgarian	green	35	zɛlɛn	z ɛ l ɛ n	207
684	Greek	green	35	prasinos	p r a s i n o s	210
685	Armenian	green	35	kɑnɑʧʰ	k ɑ n ɑ ʧʰ	-206
686	Romanian	green	35	verde	v e r d e	208
687	Russian	green	35	zʲɪlʲonɨj	zʲ ɪ lʲ o n ɨ j	207
688	Polish	green	35	ʑɛlɔnɨ	ʑ ɛ l ɔ n ɨ	207
689	Norwegian	green	35	gɾœn	g ɾ œ n	209
690	French	green	35	vɛʁ	v ɛ ʁ	208
691	Czech	green	35	zɛlɛniː	z ɛ l ɛ n iː	207
692	Icelandic	green	35	krait͡n	k r ai t͡n	209
693	Italian	green	35	verde	v e r d e	208
694	Hindi	green	35	ɦəraː	ɦ ə r aː	207
695	Portuguese	green	35	verdə	v e r d ə	208
# 
696	Dutch	hair	36	haːr	h aː r	217
697	Swedish	hair	36	hoːr	h oː r	217
698	English	hair	36	hɛər	h ɛə r	217
699	German	hair	36	haːr	h aː r	217
700	Spanish	hair	36	kaβeʎo	k a β e ʎ o	216
701	Danish	hair	36	hɒˀ	h ɒˀ	217
702	Bulgarian	hair	36	kɔsəm	k ɔ s ə m	215
703	Greek	hair	36	trixa	t r i x a	214
704	Armenian	hair	36	mɑz	m ɑ z	-211
705	Romanian	hair	36	pər	p ə r	213
706	Russian	hair	36	voləsɨ	v o l ə s ɨ	212
707	Polish	hair	36	vwɔsɨ	v w ɔ s ɨ	212
708	Norwegian	hair	36	hoːɾ	h oː ɾ	217
709	French	hair	36	ʃəvø	ʃ ə v ø	216
710	Czech	hair	36	vlasɪ	v l a s ɪ	212
711	Icelandic	hair	36	hauːr	h auː r	217
712	Italian	hair	36	kapello	k a p e lː o	216
713	Hindi	hair	36	baːl	b aː l	212
714	Portuguese	hair	36	kɐbelu	k ɐ b e l u	216
# 
715	Dutch	hand	37	hɑnt	h ɑ n t	218
716	Swedish	hand	37	hanːd	h a nː d	218
717	English	hand	37	hænd	h æ n d	218
718	German	hand	37	hant	h a n t	218
719	Spanish	hand	37	mano	m a n o	221
720	Danish	hand	37	hʌnˀ	h ʌ nˀ	218
721	Bulgarian	hand	37	rəka	r ə k a	220
722	Greek	hand	37	çeri	ç e r i	219
723	Armenian	hand	37	ʣɛrkʰ	ʣ ɛ r kʰ	219
724	Romanian	hand	37	mɨnə	m ɨ n ə	221
725	Russian	hand	37	ruka	r u k a	220
726	Polish	hand	37	rɛ̃ka	r ɛ̃ k a	220
727	Norwegian	hand	37	hɔn	h ɔ n	-218
728	French	hand	37	mɛ̃	m ɛ̃	221
729	Czech	hand	37	rʊka	r ʊ k a	220
730	Icelandic	hand	37	hœnt	h œ n t	218
731	Italian	hand	37	mano	m a n o	221
732	Hindi	hand	37	haːtʰ	h aː tʰ	219
733	Portuguese	hand	37	mɐ̃w	m ɐ̃ w	221
# 
734	Dutch	head	38	hoːft	h oː f t	223
735	Swedish	head	38	huːvud	h uː v u d	223
736	English	head	38	hɛd	h ɛ d	223
737	German	head	38	kɔp͡f	k ɔ p͡f	-224
738	Spanish	head	38	kaβeθa	k a β e θ a	227
739	Danish	head	38	hoːəð	h oːə ð	223
740	Bulgarian	head	38	ɡləva	ɡ l ə v a	228
741	Greek	head	38	cefali	c e f a l i	225
742	Armenian	head	38	gəluχ	g ə l u χ	228
743	Romanian	head	38	kap	k a p	227
744	Russian	head	38	ɡəlɐva	ɡ ə l ɐ v a	228
745	Polish	head	38	ɡwɔva	ɡ w ɔ v a	228
746	Norwegian	head	38	huːdə	h uː d ə	223
747	French	head	38	tɛt	t ɛ t	222
748	Czech	head	38	ɦlava	ɦ l a v a	228
749	Icelandic	head	38	hœvʏð	h œ v ʏ ð	223
750	Italian	head	38	tɛsta	t ɛ s t a	222
751	Hindi	head	38	sər	s ə r	226
752	Portuguese	head	38	kɐbesɐ	k ɐ b e s ɐ	227
# 
753	Dutch	hear (V)	39	hoːrə	h oː r ə	230
754	Swedish	hear (V)	39	høːra	h øː r a	230
755	English	hear (V)	39	hɪər	h ɪə r	230
756	German	hear (V)	39	høːrən	h øː r ə n	230
757	Spanish	hear (V)	39	o.ir	o i r	229
758	Danish	hear (V)	39	høːʌ	h øːʌ	230
759	Bulgarian	hear (V)	39	ʧuvəm	ʧ u v ə m	230
760	Greek	hear (V)	39	akuo	a k uo	230
761	Armenian	hear (V)	39	ləsɛl	l ə s ɛ l	231
762	Romanian	hear (V)	39	awzi	a w z i	229
763	Russian	hear (V)	39	sluʃatʲ	s l u ʃ a tʲ	231
764	Polish	hear (V)	39	swɨʃɛʨ	s w ɨ ʃ ɛ ʨ	231
765	Norwegian	hear (V)	39	høːɾə	h øː ɾ ə	230
766	French	hear (V)	39	ɑ̃tɑ̃dʁ	ɑ̃ t ɑ̃ d ʁ	232
767	Czech	hear (V)	39	slɪʃɛt	s l ɪ ʃ ɛ t	231
768	Icelandic	hear (V)	39	heiːra	h eiː r a	230
769	Italian	hear (V)	39	udire	u d i r e	229
770	Hindi	hear (V)	39	sʊnnaː	s ʊ nː aː	231
771	Portuguese	hear (V)	39	ovir	o v i r	229
# 
772	Dutch	heart	40	hɑrt	h ɑ r t	235
773	Swedish	heart	40	jɛrta	j ɛ r t a	235
774	English	heart	40	hɑːrt	h ɑː r t	235
775	German	heart	40	hɛrt͡s	h ɛ r t͡s	235
776	Spanish	heart	40	koraθon	k o r a θ o n	235
777	Danish	heart	40	jæʁdə	j æ ʁ d ə	235
778	Bulgarian	heart	40	sərʦɛ	s ə r ʦ ɛ	235
779	Greek	heart	40	karðʝa	k a r ð ʝ a	235
780	Armenian	heart	40	siɾt	s i ɾ t	235
781	Romanian	heart	40	inimə	i n i m ə	234
782	Russian	heart	40	sʲɛrʦə	sʲ ɛ r ʦ ə	235
783	Polish	heart	40	sɛrʦɛ	s ɛ r ʦ ɛ	235
784	Norwegian	heart	40	jæʈə	j æ ʈ ə	-235
785	French	heart	40	kœʁ	k œ ʁ	235
786	Czech	heart	40	sr̩ʦɛ	s r̩ ʦ ɛ	235
787	Icelandic	heart	40	çar̥ta	ç a r̥ t a	235
788	Italian	heart	40	kwɔre	k w ɔ r e	235
789	Hindi	heart	40	dɪl	d ɪ l	-233
790	Portuguese	heart	40	kurɐsõ	k u r ɐ s õ	235
# 
791	Dutch	horn	41	hoːrn	h oː r n	238
792	Swedish	horn	41	hoːrn	h oː r n	238
793	English	horn	41	hɔːrn	h ɔː r n	238
794	German	horn	41	hɔrn	h ɔ r n	238
795	Spanish	horn	41	kweɾno	k w e ɾ n o	238
796	Danish	horn	41	hoʁˀn	h o ʁˀ n	238
797	Bulgarian	horn	41	rok	r o k	237
798	Greek	horn	41	cerato	c e r a t o	238
799	Armenian	horn	41	poz	p o z	-236
800	Romanian	horn	41	korn	k o r n	238
801	Russian	horn	41	rok	r o k	237
802	Polish	horn	41	ruk	r u k	237
803	Norwegian	horn	41	huːɳ	h uː ɳ	238
804	French	horn	41	kɔʁn	k ɔ ʁ n	238
805	Czech	horn	41	rox	r o x	237
806	Icelandic	horn	41	hɔrt͡n	h ɔ r t͡n	238
807	Italian	horn	41	kɔrno	k ɔ r n o	238
808	Hindi	horn	41	sĩːg	s ĩː g	238
809	Portuguese	horn	41	kornu	k o r n u	238
# 
810	Dutch	I	42	ɪk	ɪ k	240
811	Swedish	I	42	jaːg	j aː g	240
812	English	I	42	aɪ	aɪ	240
813	German	I	42	ɪx	ɪ x	240
814	Spanish	I	42	ʝo	ʝ o	240
815	Danish	I	42	jɑj	j ɑ j	240
816	Bulgarian	I	42	as	a s	240
817	Greek	I	42	eɣo	e ɣ o	240
818	Armenian	I	42	jɛs	j ɛ s	240
819	Romanian	I	42	jo	j o	240
820	Russian	I	42	ja	j a	240
821	Polish	I	42	ja	j a	240
822	Norwegian	I	42	jæj	j æ j	240
823	French	I	42	ʒə	ʒ ə	240
824	Czech	I	42	jaː	j aː	240
825	Icelandic	I	42	jɛɣ	j ɛ ɣ	240
826	Italian	I	42	io	io	240
827	Hindi	I	42	mɛ̃ː	m ɛ̃ː	239
828	Portuguese	I	42	ew	e w	240
# 
829	Dutch	kill (V)	43	doːdə	d oː d ə	242
830	Swedish	kill (V)	43	døːda	d øː d a	242
831	English	kill (V)	43	kɪl	k ɪ l	245
832	German	kill (V)	43	tøːtən	t øː t ə n	242
833	Spanish	kill (V)	43	mataɾ	m a t a ɾ	249
834	Danish	kill (V)	43	dʁɛːbə	d ʁ ɛː b ə	248
835	Bulgarian	kill (V)	43	ubivəm	u b i v ə m	246
836	Greek	kill (V)	43	skotono	s k o t o n o	244
837	Armenian	kill (V)	43	spɑnɛl	s p ɑ n ɛ l	241
838	Romanian	kill (V)	43	uʧide	u ʧ i d e	250
839	Russian	kill (V)	43	ubʲitʲ	u bʲ i tʲ	246
840	Polish	kill (V)	43	zabijaʨ	z a b i j a ʨ	246
841	Norwegian	kill (V)	43	dɾeːpə	d ɾ eː p ə	248
842	French	kill (V)	43	tɥe	t ɥ e	243
843	Czech	kill (V)	43	zabiːjɛt	z a b iː j ɛ t	246
844	Icelandic	kill (V)	43	trɛːpa	t r ɛː p a	248
845	Italian	kill (V)	43	uʧːidere	u ʧː i d e r e	250
846	Hindi	kill (V)	43	maːrnaː	m aː r n aː	247
847	Portuguese	kill (V)	43	mɐtar	m ɐ t a r	249
848	Swedish	kill (V)	43	drɛpa	d r ɛ p a	248
# 
849	Dutch	knee	44	kniː	k n iː	254
850	Swedish	knee	44	knɛː	k n ɛː	254
851	English	knee	44	niː	n iː	254
852	German	knee	44	kniː	k n iː	254
853	Spanish	knee	44	roðiʎa	r o ð i ʎ a	251
854	Danish	knee	44	knɛˀ	k n ɛˀ	254
855	Bulgarian	knee	44	kolʲano	k o lʲ a n o	252
856	Greek	knee	44	ɣonato	ɣ o n a t o	254
857	Armenian	knee	44	ʦunk	ʦ u n k	254
858	Romanian	knee	44	ʤenunkʲ	ʤ e n u n kʲ	254
859	Russian	knee	44	kɐlʲenə	k ɐ lʲ e n ə	252
860	Polish	knee	44	kɔlanɔ	k ɔ l a n ɔ	252
861	Norwegian	knee	44	kneː	k n eː	254
862	French	knee	44	ʒənu	ʒ ə n u	254
863	Czech	knee	44	kolɛno	k o l ɛ n o	252
864	Icelandic	knee	44	kʰniɛː	kʰ n iɛː	254
865	Italian	knee	44	ʤinɔkkjo	ʤ i n ɔ kː j o	254
866	Hindi	knee	44	gʱʊʈnaː	gʱ ʊ ʈ n aː	-253
867	Portuguese	knee	44	ʒuɐʎu	ʒ uɐ ʎ u	254
# 
868	Dutch	know (V)	45	ʋeːtə	ʋ eː t ə	256
869	Swedish	know (V)	45	ɕɛnna	ɕ ɛ nː a	257
870	English	know (V)	45	nəʊ	n əʊ	257
871	German	know (V)	45	vɪsən	v ɪ s ə n	256
872	Spanish	know (V)	45	konoθer	k o n o θ e r	257
873	Danish	know (V)	45	viːðə	v iː ð ə	256
874	Bulgarian	know (V)	45	znajə	z n a j ə	257
875	Greek	know (V)	45	k͡sero	k͡s e r o	258
876	Armenian	know (V)	45	gitɛnɑl	g i t ɛ n ɑ l	256
877	Romanian	know (V)	45	ʃti	ʃ t i	259
878	Russian	know (V)	45	znatʲ	z n a tʲ	257
879	Polish	know (V)	45	znaʨ	z n a ʨ	257
880	Norwegian	know (V)	45	ʋiːtə	ʋ iː t ə	256
881	French	know (V)	45	savwaʁ	s a v w a ʁ	255
882	Czech	know (V)	45	znaːt	z n aː t	257
883	Icelandic	know (V)	45	vɪːta	v ɪː t a	256
884	Italian	know (V)	45	konoʃʃere	k o n o ʃː e r e	257
885	Hindi	know (V)	45	ʤaːnnaː	ʤ aː nː aː	257
886	Portuguese	know (V)	45	kuɲəser	k u ɲ ə s e r	257
887	Dutch	know (V)	45	kɛnə	k ɛ n ə	257
888	Swedish	know (V)	45	veta	v e t a	256
889	German	know (V)	45	kɛnən	k ɛ n ə n	257
890	Spanish	know (V)	45	saβeɾ	s a β e ɾ	255
891	Danish	know (V)	45	kɛnə	k ɛ n ə	257
892	Greek	know (V)	45	ɣnorizo	ɣ n o r i z o	257
893	Romanian	know (V)	45	kunwaʃte	k u n w a ʃ t e	257
894	Polish	know (V)	45	vʲɛʥɛʨ	vʲ ɛ ʥ ɛ ʨ	256
895	Norwegian	know (V)	45	çenə	ç e n ə	257
896	French	know (V)	45	kɔnɛtʁ	k ɔ n ɛ t ʁ	257
897	Czech	know (V)	45	vʲɛdʲɛt	vʲ ɛ dʲ ɛ t	256
898	Italian	know (V)	45	sapere	s a p e r e	255
899	Portuguese	know (V)	45	sɐber	s ɐ b e r	255
# 
900	Dutch	leaf	46	blɑt	b l ɑ t	262
901	Swedish	leaf	46	blad	b l a d	262
902	English	leaf	46	liːf	l iː f	264
903	German	leaf	46	blat	b l a t	262
904	Spanish	leaf	46	oxa	o x a	262
905	Danish	leaf	46	blað	b l a ð	262
906	Bulgarian	leaf	46	list	l i s t	263
907	Greek	leaf	46	filo	f i l o	262
908	Armenian	leaf	46	tɛɾɛv	t ɛ ɾ ɛ v	260
909	Romanian	leaf	46	fwaje	f w a j e	262
910	Russian	leaf	46	lʲist	lʲ i s t	263
911	Polish	leaf	46	liɕʨ	l i ɕ ʨ	263
912	Norwegian	leaf	46	blɑː	b l ɑː	-262
913	French	leaf	46	fœj	f œ j	262
914	Czech	leaf	46	lɪst	l ɪ s t	263
915	Icelandic	leaf	46	plaːð	p l aː ð	262
916	Italian	leaf	46	fɔʎʎa	f ɔ ʎː a	262
917	Hindi	leaf	46	pəttaː	p ə tː aː	261
918	Portuguese	leaf	46	foʎɐ	f o ʎ ɐ	262
919	Swedish	leaf	46	blad	b l a d	262
920	Norwegian	leaf	46	løːʋ	l øː ʋ	264
921	Icelandic	leaf	46	løyːv	l øyː v	264
# 
922	Dutch	lie (V)	47	lɪɣə	l ɪ ɣ ə	269
923	Swedish	lie (V)	47	ligːa	l i gː a	269
924	English	lie (V)	47	laɪ	l aɪ	269
925	German	lie (V)	47	liːɡən	l iː ɡ ə n	269
926	Spanish	lie (V)	47	kostaðo	k o s t a ð o	270
927	Danish	lie (V)	47	legə	l e g ə	269
928	Bulgarian	lie (V)	47	lɛʒə	l ɛ ʒ ə	269
929	Armenian	lie (V)	47	pɑrkɛl	p ɑ r k ɛ l	-266
930	Romanian	lie (V)	47	kulka	k u l k a	265
931	Russian	lie (V)	47	lʲɪʒatʲ	lʲ ɪ ʒ a tʲ	269
932	Polish	lie (V)	47	lɛʒɛʨ	l ɛ ʒ ɛ ʨ	269
933	Norwegian	lie (V)	47	ligə	l i g ə	269
934	French	lie (V)	47	kuʃe	k u ʃ e	265
935	Czech	lie (V)	47	lɛʒɛt	l ɛ ʒ ɛ t	269
936	Icelandic	lie (V)	47	lɪcːa	l ɪ cː a	269
937	Italian	lie (V)	47	ʤaʧere	ʤ a ʧ e r e	268
938	Hindi	lie (V)	47	leʈnaː	l e ʈ n aː	267
939	Portuguese	lie (V)	47	dɐjtar	d ɐ j t a r	268
# 
940	Dutch	liver	48	leːvər	l eː v ə r	273
941	Swedish	liver	48	leːver	l eː v e r	273
942	English	liver	48	lɪvər	l ɪ v ə r	273
943	German	liver	48	leːbər	l eː b ə r	273
944	Spanish	liver	48	iɣaðo	i ɣ a ð o	271
945	Danish	liver	48	lewˀʌ	l e wˀ ʌ	273
946	Bulgarian	liver	48	drop	d r o p	275
947	Greek	liver	48	sikoti	s i k o t i	-274
948	Armenian	liver	48	lɪɑrtʰ	l ɪɑ r tʰ	273
949	Romanian	liver	48	fikat	f i k a t	271
950	Russian	liver	48	pʲeʧʲɪnʲ	pʲ e ʧʲ ɪ nʲ	278
951	Polish	liver	48	vɔ̃trɔba	v ɔ̃ t r ɔ b a	277
952	Norwegian	liver	48	leʋəɾ	l e ʋ ə ɾ	-273
953	French	liver	48	fwɑ	f w ɑ	271
954	Czech	liver	48	jaːtra	j aː t r a	272
955	Icelandic	liver	48	lɪːvʏr	l ɪː v ʏ r	273
956	Italian	liver	48	feɡato	f e ɡ a t o	271
